"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-23 23:35:50","44431.9832175926","0.04","0.000","22.9","50.0","",""
"2021-08-23 23:50:50","44431.9936342593","0.03","0.000","22.9","50.0","",""
"2021-08-24 00:05:50","44432.0040509259","0.02","0.000","22.9","50.0","",""
"2021-08-24 00:20:50","44432.0144675926","0.02","0.000","22.9","50.0","",""
"2021-08-24 00:35:50","44432.0248842593","0.02","0.000","22.8","50.0","",""
"2021-08-24 00:50:50","44432.0353009259","0.02","0.000","22.8","50.0","",""
"2021-08-24 01:05:50","44432.0457175926","0.02","0.000","22.8","50.0","",""
"2021-08-24 01:20:50","44432.0561342593","0.02","0.000","22.8","50.0","",""
"2021-08-24 01:35:50","44432.0665509259","0.02","0.000","22.7","50.0","",""
"2021-08-24 01:50:50","44432.0769675926","0.02","0.000","22.7","50.0","",""
"2021-08-24 02:05:50","44432.0873842593","0.02","0.000","22.7","50.0","",""
"2021-08-24 02:20:50","44432.0978009259","0.03","0.000","22.7","50.0","",""
"2021-08-24 02:35:50","44432.1082175926","0.02","0.000","22.6","50.0","",""
"2021-08-24 02:50:50","44432.1186342593","0.02","0.000","22.6","50.0","",""
"2021-08-24 03:05:50","44432.1290509259","0.02","0.000","22.6","50.0","",""
"2021-08-24 03:20:50","44432.1394675926","0.02","0.000","22.6","50.0","",""
"2021-08-24 03:35:50","44432.1498842593","0.02","0.000","22.6","50.0","",""
"2021-08-24 03:50:50","44432.1603009259","0.02","0.000","22.6","50.0","",""
"2021-08-24 04:05:50","44432.1707175926","0.02","0.000","22.5","50.0","",""
"2021-08-24 04:20:50","44432.1811342593","0.03","0.000","22.5","50.0","",""
"2021-08-24 04:35:50","44432.1915509259","0.05","0.000","22.5","50.0","",""
"2021-08-24 04:50:50","44432.2019675926","0.37","0.000","22.5","50.0","",""
"2021-08-24 05:05:50","44432.2123842593","2.12","0.000","22.5","50.0","",""
"2021-08-24 05:20:50","44432.2228009259","6.69","0.000","22.5","50.0","",""
"2021-08-24 05:35:50","44432.2332175926","14.25","0.000","22.4","50.0","",""
"2021-08-24 05:50:50","44432.2436342593","26.02","0.000","22.4","50.0","",""
"2021-08-24 06:05:50","44432.2540509259","89.36","0.000","22.4","50.0","",""
"2021-08-24 06:20:50","44432.2644675926","101.00","0.000","22.4","50.0","",""
"2021-08-24 06:35:50","44432.2748842593","114.40","0.000","22.5","50.0","",""
"2021-08-24 06:50:50","44432.2853009259","128.30","0.000","22.5","50.0","",""
"2021-08-24 07:05:50","44432.2957175926","142.50","0.000","22.5","50.0","",""
"2021-08-24 07:20:50","44432.3061342593","155.10","0.000","22.5","50.0","",""
"2021-08-24 07:35:50","44432.3165509259","169.60","0.000","22.5","50.0","",""
"2021-08-24 07:50:50","44432.3269675926","190.70","0.000","22.6","50.0","",""
"2021-08-24 08:05:50","44432.3373842593","187.60","0.000","22.7","50.0","",""
"2021-08-24 08:20:50","44432.3478009259","128.60","0.000","22.7","50.0","",""
"2021-08-24 08:35:50","44432.3582175926","103.20","0.000","22.8","50.0","",""
"2021-08-24 08:50:50","44432.3686342593","111.60","0.000","22.8","50.0","",""
"2021-08-24 09:05:50","44432.3790509259","195.30","0.000","22.9","50.0","",""
"2021-08-24 09:20:50","44432.3894675926","221.90","0.000","23.0","50.0","",""
"2021-08-24 09:35:50","44432.3998842593","241.30","0.000","23.0","50.0","",""
"2021-08-24 09:50:50","44432.4103009259","263.20","0.000","23.1","50.0","",""
"2021-08-24 10:05:50","44432.4207175926","351.00","0.000","23.2","50.0","",""
"2021-08-24 10:20:50","44432.4311342593","337.60","0.000","23.3","50.0","",""
"2021-08-24 10:35:50","44432.4415509259","341.10","0.000","23.4","50.0","",""
"2021-08-24 10:50:50","44432.4519675926","295.50","0.000","23.4","50.0","",""
"2021-08-24 11:05:50","44432.4623842593","288.70","0.000","23.5","50.0","",""
"2021-08-24 11:20:50","44432.4728009259","283.20","0.000","23.5","50.0","",""
"2021-08-24 11:35:50","44432.4832175926","255.70","0.000","23.6","50.0","",""
"2021-08-24 11:50:50","44432.4936342593","273.50","0.000","23.6","50.0","",""
"2021-08-24 12:05:50","44432.5040509259","265.30","0.000","23.7","50.0","",""
"2021-08-24 12:20:50","44432.5144675926","283.40","0.000","23.7","50.0","",""
"2021-08-24 12:35:50","44432.5248842593","232.10","0.000","23.7","50.0","",""
"2021-08-24 12:50:50","44432.5353009259","190.40","0.000","23.7","50.0","",""
"2021-08-24 13:05:50","44432.5457175926","160.70","0.000","23.8","50.0","",""
"2021-08-24 13:20:50","44432.5561342593","197.40","0.000","23.8","50.0","",""
"2021-08-24 13:35:50","44432.5665509259","183.70","0.000","23.8","50.0","",""
"2021-08-24 13:50:50","44432.5769675926","168.20","0.000","23.8","50.0","",""
"2021-08-24 14:05:50","44432.5873842593","179.50","0.000","23.9","50.0","",""
"2021-08-24 14:20:50","44432.5978009259","179.00","0.000","23.9","50.0","",""
"2021-08-24 14:35:50","44432.6082175926","158.00","0.000","23.9","50.0","",""
"2021-08-24 14:50:50","44432.6186342593","158.40","0.000","23.9","50.0","",""
"2021-08-24 15:05:50","44432.6290509259","140.90","0.000","23.9","50.0","",""
"2021-08-24 15:20:50","44432.6394675926","143.60","0.000","23.9","50.0","",""
"2021-08-24 15:35:50","44432.6498842593","137.50","0.000","23.9","50.0","",""
"2021-08-24 15:50:50","44432.6603009259","122.70","0.000","23.9","50.0","",""
"2021-08-24 16:05:50","44432.6707175926","111.70","0.000","23.9","50.0","",""
"2021-08-24 16:20:50","44432.6811342593","116.10","0.000","23.9","50.0","",""
"2021-08-24 16:35:50","44432.6915509259","113.90","0.000","23.9","50.0","",""
"2021-08-24 16:50:50","44432.7019675926","104.00","0.000","23.9","50.0","",""
"2021-08-24 17:05:50","44432.7123842593","98.12","0.000","23.9","50.0","",""
"2021-08-24 17:20:50","44432.7228009259","95.76","0.000","23.9","50.0","",""
