"Date/Time","Date/Time","No.1","No.2","No.3","No.4","No.5","No.6"
"Date/Time","Date/Time","ch1","ch2","ch3","ch4","Cumulative Illuminance","Cumulative Amount of UV Light"
"","","lx","mW/cm2","°C","%","lxh","W/cm2h"
"2021-08-24 11:46:43","44432.4907754630","75.34","0.000","23.1","53.0","",""
"2021-08-24 12:01:43","44432.5011921296","51.22","0.000","23.1","53.0","",""
"2021-08-24 12:16:43","44432.5116087963","64.92","0.000","23.2","53.0","",""
"2021-08-24 12:31:43","44432.5220254630","64.80","0.000","23.2","53.0","",""
"2021-08-24 12:46:43","44432.5324421296","54.68","0.000","23.3","53.0","",""
"2021-08-24 13:01:43","44432.5428587963","48.08","0.000","23.3","53.0","",""
"2021-08-24 13:16:43","44432.5532754630","58.16","0.000","23.3","53.0","",""
"2021-08-24 13:31:43","44432.5636921296","44.92","0.000","23.3","53.0","",""
"2021-08-24 13:46:43","44432.5741087963","79.60","0.000","23.4","53.0","",""
"2021-08-24 14:01:43","44432.5845254630","45.12","0.000","23.4","52.0","",""
"2021-08-24 14:16:43","44432.5949421296","65.36","0.000","23.4","53.0","",""
"2021-08-24 14:31:43","44432.6053587963","37.61","0.000","23.4","53.0","",""
"2021-08-24 14:46:43","44432.6157754630","55.86","0.000","23.4","52.0","",""
"2021-08-24 15:01:43","44432.6261921296","39.69","0.000","23.4","53.0","",""
"2021-08-24 15:16:43","44432.6366087963","59.84","0.000","23.5","52.0","",""
"2021-08-24 15:31:43","44432.6470254630","51.00","0.000","23.5","52.0","",""
"2021-08-24 15:46:43","44432.6574421296","39.50","0.000","23.5","52.0","",""
"2021-08-24 16:01:43","44432.6678587963","35.78","0.000","23.5","52.0","",""
"2021-08-24 16:16:43","44432.6782754630","21.95","0.000","23.5","52.0","",""
"2021-08-24 16:31:43","44432.6886921296","29.62","0.000","23.5","53.0","",""
"2021-08-24 16:46:43","44432.6991087963","34.57","0.000","23.5","52.0","",""
"2021-08-24 17:01:43","44432.7095254630","28.68","0.000","23.5","52.0","",""
"2021-08-24 17:16:43","44432.7199421296","20.90","0.000","23.5","52.0","",""
